user,gender,dob,height_cm,weight_kg,currentlocation,sweats,coldhf,exercise
ck8464Zz,F,1992/10/04,174,72.7,"Potosi, Bolivia",Y,N,A couple of times per week
cR9673Xt,F,2000/11/28,179,67.3,"Cape Town, South Africa",N,Y,Every day
di8354hF,F,1995/10/20,158,84.9,"Paris, France",N,N,A couple of times per week
FG5206TH,F,1986/10/30,155,84.1,"Toronto, Canada",N,Y,A couple of times per week
Bg4920wR,F,1985/09/22,167,75.3,"Soweto, South Africa",Y,N,A couple of times per week
eT3900WD,F,1994/01/12,158,59.9,"Heraklion, Greece",N,Y,Never
vX5685IO,F,1987/03/20,194,75.3,"Nice, France",N,Y,1 or 2 times per month
Kr4078Ed,F,2001/02/11,171,96.5,"Osaka, Japan",N,Y,Every day
nq7494oi,F,1992/08/21,173,59.9,"Busan, South Korea",N,Y,A couple of times per week
Ba9834oE,F,1984/10/17,159,48.0,"Baghdad, Iraq",N,N,Once per week
Ns1750zx,F,1994/08/25,164,61.9,"Buenos Aires, Argentina",Y,N,Every other day
oN0930nz,F,1999/11/11,164,61.9,"Tehran, Iran",N,Y,Never
jr8766sa,F,2002/07/30,165,57.2,"Busan, South Korea",N,N,Once per week
bs9897MN,F,1999/04/16,169,62.8,"Toronto, Canada",Y,Y,Every other day
pZ7446Xr,F,2000/12/11,166,66.1,"Casablanca, Morocco",Y,Y,A couple of times per week
GT9406lO,F,1993/10/05,165,57.2,"Douala, Cameroon",N,Y,A couple of times per week
Lp1157qf,F,1985/02/22,174,66.6,"Cairo, Egypt",N,N,1 or 2 times per month
Bf5946De,F,1991/03/20,174,93.9,"Miami, United States",Y,Y,Never
TK1800EY,F,1992/03/30,170,54.9,"Algiers, Algeria",Y,N,A couple of times per week
wh1113eh,F,1997/10/11,174,75.7,"Athens, Greece",N,N,A couple of times per week
HQ6190Ra,F,1987/09/17,161,70.0,"Perth, Australia",N,N,A couple of times per week
Ps0511FW,F,1994/03/20,167,58.6,"Melbourne, Australia",N,Y,1 or 2 times per month
Wx3039sc,F,1997/05/26,170,69.4,"Guayaquil, Ecuador",Y,N,Once per week
Oy1122wk,F,2003/07/15,175,61.2,"Los Angeles, United States",N,Y,A couple of times per week
AU6422tV,F,1986/12/18,173,71.8,"Sucre, Bolivia",N,Y,A couple of times per week
nE0399AN,F,1994/07/27,175,88.8,"Rio de Janeiro, Brazil",Y,N,Every day
Cn8070Mf,F,1988/10/28,171,79.0,"Soweto, South Africa",Y,N,A couple of times per week
oq9096fs,F,1986/02/17,173,74.8,"Antalya, Turkey",N,Y,Never
Ie4698eR,F,1991/03/21,171,67.3,"Beijing, China",Y,Y,Every day
bh7955dv,F,2005/11/26,169,57.1,"Durban, South Africa",N,Y,A couple of times per week
RF8571hE,F,1989/12/17,174,72.7,"Damascus, Syria",N,N,Never
xh4336VL,F,1995/05/19,175,67.4,"Potosi, Bolivia",N,N,A couple of times per week
MJ1672PX,F,2005/06/14,173,89.8,"Guayaquil, Ecuador",N,Y,A couple of times per week
Ic7869Ee,F,1991/08/11,175,61.2,"Lisbon, Portugal",N,N,Never
fM5220ZI,F,2001/11/04,172,65.1,"Lisbon, Portugal",N,N,Every day
nt7320zA,F,1986/12/23,159,58.1,"Otavalo, Ecuador",Y,N,1 or 2 times per month
uH7357fE,F,1990/01/14,170,54.9,"Cancun, Mexico",Y,Y,Once per week
Ei6195zG,F,1992/11/29,175,67.4,"Lagos, Nigeria",N,N,A couple of times per week
Fp7710DO,F,2002/06/23,170,54.9,"Dhaka, Bangladesh",N,N,Once per week
QD4049qO,F,1996/04/21,168,48.0,"Stockholm, Sweden",N,N,Every other day
rp7459Bm,F,1990/07/04,168,64.9,"Dar es Salaam, Tanzania",N,Y,A couple of times per week
MN5459Cn,F,1999/12/01,169,68.5,"Shenzhen, China",N,N,A couple of times per week
QU4214NI,F,1989/04/25,167,61.4,"Casablanca, Morocco",N,Y,Every day
fE2249yR,F,1990/05/02,171,67.3,"Colonia del Sacramento, Uruguay",Y,Y,Once per week
sW3517dK,F,1998/03/25,174,72.7,"Venice, Italy",N,N,Never
fO5654ao,F,1997/02/12,160,51.2,"Lahore, Pakistan",N,N,Never
Ye9554Ag,F,1985/07/17,172,68.0,"Barcelona, Spain",N,N,Never
Ts6809rn,F,1984/11/18,170,54.9,"Giza, Egypt",Y,N,Every day
cu2150sr,F,1986/01/29,145,56.8,"Valparaiso, Chile",N,Y,Never
OI4342ry,F,2002/05/18,169,54.3,"Phnom Penh, Cambodia",Y,Y,Every other day
vl8795fS,F,2006/04/20,172,68.0,"Perth, Australia",N,N,A couple of times per week
AE9400VS,F,2006/10/28,170,63.6,"Luanda, Angola",Y,Y,Once per week
SM3849sV,F,1994/07/09,171,55.6,"Kaduna, Nigeria",N,Y,1 or 2 times per month
Ts4344id,F,1994/09/04,164,59.2,"Kyoto, Japan",Y,Y,Every day
tC8806Gt,F,1990/12/22,171,64.3,"Lagos, Nigeria",N,N,A couple of times per week
UT0633TD,F,1995/11/02,171,73.1,"Yangon, Myanmar",Y,Y,1 or 2 times per month
tE5893pM,F,1998/11/22,170,57.8,"Jeddah, Saudi Arabia",N,N,Every day
Xy5418PR,F,1994/02/09,175,58.2,"Lubumbashi, Republic of the Congo",N,Y,A couple of times per week
mh4392mM,F,1983/06/22,174,102.9,"Soweto, South Africa",Y,Y,A couple of times per week
Nl3777Tt,F,2006/02/19,171,55.6,"Seoul, South Korea",Y,N,1 or 2 times per month
FK0168cI,F,1999/12/07,171,55.6,"Porto, Portugal",Y,Y,1 or 2 times per month
mU5107of,F,1987/11/24,169,57.1,"Budapest, Hungary",Y,Y,Every day
iY9307zd,F,1998/01/03,171,79.0,"Berlin, Germany",N,Y,Every day
yR0038jC,F,1986/12/20,170,72.2,"Antananarivo, Madagascar",N,Y,Every other day
bo0280kq,F,2001/12/11,155,64.9,"Yokohama, Japan",Y,Y,A couple of times per week
xT1095sQ,F,1988/03/26,161,57.0,"Baghdad, Iraq",Y,Y,1 or 2 times per month
vM9489bq,F,1995/03/29,172,56.2,"Athens, Greece",N,N,Never
hp9702XQ,F,1997/03/04,171,70.2,"Georgetown, Guyana",Y,N,Every other day
TO6601zy,F,1983/11/04,174,72.7,"Chattogram, Bangladesh",N,Y,Every day
wM7821od,F,1997/11/21,173,68.8,"Ibadan, Nigeria",Y,Y,A couple of times per week
eS3032KJ,F,2006/01/01,168,62.1,"Auckland, New Zealand",N,N,Never
cP5348eo,F,2001/05/19,174,63.6,"Tehran, Iran",N,N,1 or 2 times per month
Cr0708pG,F,1986/04/18,174,66.6,"Los Angeles, United States",N,Y,A couple of times per week
MN1163CS,F,1984/04/03,173,77.8,"Rio de Janeiro, Brazil",N,N,A couple of times per week
xv7358Bo,F,2001/09/04,174,63.6,"Venice, Italy",Y,Y,A couple of times per week
Na9135sN,F,1995/04/24,157,49.3,"Los Angeles, United States",N,Y,Every day
IC5001KM,F,2006/05/26,174,63.6,"Hyderabad, India",N,N,Never
sb9012Ro,F,1986/02/19,171,64.3,"Brussels, Belgium",N,N,A couple of times per week
sy9547pY,F,1994/07/13,173,59.9,"Kolkata, India",Y,N,A couple of times per week
Pt6973ED,F,2001/06/09,170,66.5,"Ahmedabad, India",Y,Y,1 or 2 times per month
sq5320JA,F,1987/10/24,173,68.8,"Stockholm, Sweden",N,N,A couple of times per week
yq0389Cl,F,1995/08/12,166,63.4,"Berlin, Germany",Y,Y,Every day
ic7175qn,F,1986/09/22,160,56.3,"Bengaluru, India",Y,Y,Every other day
Po7297na,F,2002/09/12,174,57.5,"Venice, Italy",N,Y,A couple of times per week
Ur0620eH,F,2004/03/22,171,67.3,"Khartoum, Sudan",Y,N,Once per week
Wa2572IV,F,2006/03/30,170,78.0,"Cairo, Egypt",N,N,A couple of times per week
kZ5091tE,F,2002/06/07,160,41.0,"Warsaw, Poland",Y,N,Every day
ge6766FA,F,1984/01/13,168,56.4,"Osaka, Japan",Y,N,1 or 2 times per month
Of1833wo,F,1996/02/06,174,84.8,"Amsterdam, Netherlands",Y,Y,A couple of times per week
gV3967MI,F,1988/11/05,154,56.9,"Cartagena, Colombia",Y,Y,Every other day
gb4244VR,F,1994/11/01,171,84.8,"Seoul, South Korea",N,Y,1 or 2 times per month
xV1179pj,F,2000/10/26,169,65.7,"Sucre, Bolivia",Y,N,A couple of times per week
cX1885VL,F,2001/05/16,171,58.5,"Copenhagen, Denmark",Y,N,1 or 2 times per month
dx4821ZI,F,2002/11/17,164,51.1,"Cuenca, Ecuador",Y,Y,A couple of times per week
sk9796bk,F,1985/08/26,175,64.3,"Casablanca, Morocco",N,Y,Never
hW7138OH,F,2004/03/16,164,53.8,"Yokohama, Japan",N,N,Every other day
Hf4836yz,F,1985/03/21,175,70.4,"Brisbane, Australia",N,Y,Never
tk8526Vj,F,1986/10/03,165,68.1,"Vancouver, Canada",Y,N,Never
zD3407Lh,F,1986/03/23,161,49.2,"Ho Chi Minh City, Vietnam",Y,N,A couple of times per week
Qi7020ZT,F,2006/07/14,169,60.0,"Rio de Janeiro, Brazil",Y,N,Never
AE3956Ke,F,1993/09/21,175,67.4,"Yaounde, Cameroon",Y,Y,A couple of times per week
wI9682Sw,F,1985/04/16,172,65.1,"Mar del Plata, Argentina",N,Y,Every day
mt9759Be,F,2004/01/02,167,53.0,"Kyoto, Japan",N,Y,Once per week
MK8214sO,F,1995/10/05,174,69.6,"Addis Ababa, Ethiopia",N,Y,Once per week
EN2106Hz,F,2001/06/25,174,63.6,"Prague, Czech Republic",Y,N,Once per week
bI3693qU,F,2002/07/23,157,44.4,"Perth, Australia",Y,Y,Never
su5668TL,F,1995/05/10,174,60.6,"Kaduna, Nigeria",N,N,Never
ZR7136Os,F,2002/06/08,159,60.7,"Lima, Peru",N,N,Every other day
vT3661NP,F,1987/02/21,165,43.6,"Baghdad, Iraq",N,N,1 or 2 times per month
OE5286Tl,F,1998/09/22,168,56.4,"Delhi, India",Y,Y,Once per week
sg8972hK,F,1999/08/08,175,52.1,"Heraklion, Greece",N,N,Never
yk3221kS,F,1991/05/12,188,84.8,"Venice, Italy",Y,Y,Every other day
Ga9091Iq,F,2002/11/11,154,49.8,"Baghdad, Iraq",Y,N,Every other day
Dn9912Ab,F,1983/01/23,171,46.8,"Munich, Germany",N,N,Once per week
Yx3092GF,F,1993/01/06,172,65.1,"Ahmedabad, India",N,N,A couple of times per week
Pr1840qN,F,1999/06/28,170,52.0,"Algiers, Algeria",Y,N,A couple of times per week
Pa5638ze,F,2001/03/06,167,75.3,"Medellin, Colombia",N,Y,1 or 2 times per month
OH3594Op,F,1984/02/16,174,60.6,"Budapest, Hungary",N,N,1 or 2 times per month
aZ8827gP,F,2005/03/09,183,77.0,"Milan, Italy",N,N,1 or 2 times per month
sU4093Nn,F,1997/07/31,162,49.9,"Lahore, Pakistan",N,N,Every other day
Pg0397os,F,1984/03/10,171,67.3,"Dublin, Ireland",Y,Y,A couple of times per week
ro4003bW,F,1997/06/15,169,57.1,"Kumasi, Ghana",N,Y,Never
VH4852Rk,F,2003/10/01,168,79.0,"Yangon, Myanmar",Y,Y,1 or 2 times per month
IU5615mp,F,1989/07/25,175,79.6,"Prague, Czech Republic",N,Y,Every other day
Ml6164bL,F,2005/07/05,167,55.8,"Tehran, Iran",N,N,A couple of times per week
Wh1545sL,F,1988/12/15,167,61.4,"Paris, France",N,Y,Never
NN7205GT,F,1989/10/11,176,62.0,"Cali, Colombia",N,Y,A couple of times per week
HA8142jW,F,1995/05/23,167,61.4,"Cairo, Egypt",Y,Y,Every other day
gI8782LC,F,2002/09/02,172,71.0,"Stockholm, Sweden",N,N,A couple of times per week
WU2363TH,F,1997/10/08,168,67.7,"Johannesburg, South Africa",N,Y,A couple of times per week
MT6678LN,F,1985/06/12,173,71.8,"Kampala, Uganda",N,Y,1 or 2 times per month
Hb3702dj,F,1991/02/08,170,75.1,"Karachi, Pakistan",Y,Y,Once per week
sH6772Li,F,1995/06/22,166,71.6,"Casablanca, Morocco",Y,N,Every other day
Fr9118HT,F,2006/06/14,175,70.4,"Bogota, Colombia",N,N,A couple of times per week
Qp8886IT,F,1988/05/15,164,59.2,"Bangkok, Thailand",N,N,Every day
ke0934pW,F,2006/09/30,170,69.4,"Seoul, South Korea",N,Y,Never
Tc4955dH,F,2006/09/27,160,61.4,"New York City, United States",N,Y,Never
tr7118Ag,F,1982/09/24,174,72.7,"Dublin, Ireland",N,Y,Every other day
qj3602jv,F,1986/10/24,170,104.0,"Pretoria, South Africa",N,Y,A couple of times per week
Nx1163Wm,F,2002/10/06,170,54.9,"Riyadh, Saudi Arabia",N,N,A couple of times per week
uH6742eu,F,2002/01/24,155,50.5,"Saint Petersburg, Russia",Y,N,A couple of times per week
mD1993Yn,F,1990/07/03,164,56.5,"Lisbon, Portugal",Y,Y,A couple of times per week
lE3813xF,F,2006/09/14,173,80.8,"Algiers, Algeria",N,N,Once per week
Eh9617Pp,F,1986/04/02,165,65.3,"Phnom Penh, Cambodia",N,Y,Every day
aI7755ir,F,2001/05/23,165,54.4,"Dubai, United Arab Emirates",N,Y,A couple of times per week
nc1693jF,F,1997/04/30,172,79.9,"Port Harcourt, Nigeria",N,Y,A couple of times per week
Oz1147sg,F,2003/08/27,174,78.7,"Lahore, Pakistan",N,N,A couple of times per week
Va2228Dl,F,2003/04/28,171,64.3,"Seoul, South Korea",N,Y,Once per week
EF3799Yj,F,1997/06/17,187,73.4,"Madrid, Spain",N,Y,A couple of times per week
by8963Cp,F,1993/03/29,174,72.7,"Bengaluru, India",N,N,Once per week
CN9280pA,F,2001/07/30,175,64.3,"Ushuaia, Argentina",Y,N,Never
XU3673kH,F,1983/02/19,181,88.5,"Yaounde, Cameroon",N,N,1 or 2 times per month
rS2864az,F,2006/04/13,191,87.6,"Lagos, Nigeria",Y,N,A couple of times per week
SG4646vx,F,2004/10/13,160,43.5,"Osaka, Japan",N,Y,Never
gK7615wB,F,1993/06/04,170,66.5,"Bariloche, Argentina",N,Y,A couple of times per week
vJ1072xl,F,2000/11/17,160,53.8,"Venice, Italy",N,N,Every other day
Rj4053Av,F,1994/02/18,181,111.4,"Kyoto, Japan",N,Y,Never
Zm2192Dr,F,1995/05/01,172,56.2,"Rhodes, Greece",N,N,A couple of times per week
XA1355ju,F,1993/08/13,171,81.9,"London, United Kingdom",Y,Y,A couple of times per week
vV0696GV,F,1997/07/28,153,65.5,"Madrid, Spain",Y,Y,Every day
Ig7041gu,F,1998/09/24,168,53.6,"Brussels, Belgium",Y,N,1 or 2 times per month
rS0367BC,F,1985/04/15,167,61.4,"Salta, Argentina",N,Y,A couple of times per week
ih1563CZ,F,1984/03/19,171,55.6,"Auckland, New Zealand",N,Y,Never
bK2933YU,F,1992/12/07,169,94.3,"Seoul, South Korea",N,N,1 or 2 times per month
Rm5993qo,F,1992/01/09,170,98.3,"Cuenca, Ecuador",Y,N,A couple of times per week
Eu8365Ll,F,1988/03/07,172,88.8,"Camayenne, Guinea",N,N,Every other day
nZ6619aw,F,2006/10/12,170,60.7,"Pretoria, South Africa",Y,Y,Every day
OB0605Jy,F,1985/04/03,162,49.9,"Milan, Italy",N,Y,Every other day
xI4587tl,F,1998/10/01,169,57.1,"Yaounde, Cameroon",Y,N,A couple of times per week
KQ8784Ry,F,2000/09/01,173,71.8,"Frankfurt, Germany",N,N,A couple of times per week
LY0521mC,F,1988/05/11,175,49.0,"Shenzhen, China",Y,Y,Once per week
Iv9583fk,F,1993/08/17,159,60.7,"Ahmedabad, India",Y,Y,A couple of times per week
nM1853rP,F,1987/03/01,175,52.1,"Ushuaia, Argentina",Y,N,1 or 2 times per month
as7827IK,F,1988/07/02,168,56.4,"Bangkok, Thailand",N,N,A couple of times per week
RK5412ll,F,1991/05/06,174,66.6,"El Calafate, Argentina",N,Y,A couple of times per week
uR2472kO,F,2001/11/14,169,54.3,"Shanghai, China",N,N,A couple of times per week
yY7229Gv,F,1983/02/20,155,72.1,"Beirut, Lebanon",N,Y,Every other day
hP1363fn,F,1995/02/10,170,60.7,"Istanbul, Turkey",N,Y,Every day
KS4898IA,F,1984/02/06,176,58.9,"Punta Arenas, Chile",N,Y,Once per week
IC3816aj,F,2004/09/01,174,84.8,"Kolkata, India",N,Y,A couple of times per week
Uz8882ej,F,1990/07/06,168,53.6,"Karachi, Pakistan",N,N,A couple of times per week
LV9735aS,F,1995/05/02,175,76.6,"Cancun, Mexico",N,N,A couple of times per week
if8757kn,F,1996/07/29,167,72.5,"Jakarta, Indonesia",Y,Y,Once per week
iW2893sQ,F,1999/12/12,172,59.2,"Brussels, Belgium",Y,N,Never
EU6936ue,F,1989/03/30,166,71.6,"Aleppo, Syria",N,N,Never
SQ7808Ka,F,1990/09/03,158,52.4,"Taipei, Taiwan",Y,N,A couple of times per week
Ql3729pc,F,1993/04/23,165,57.2,"Vancouver, Canada",N,Y,Every day
ys3839Uq,F,1997/05/31,165,57.2,"Khartoum, Sudan",Y,Y,A couple of times per week
ER2853oN,F,1997/01/12,160,87.0,"Cape Town, South Africa",N,N,Every day
Wv3256fA,F,1999/04/23,169,54.3,"Conakry, Guinea",Y,N,Every day
Px1463bm,F,1993/02/05,170,60.7,"Orlando, United States",N,Y,Every other day
qv9287FT,F,2005/09/04,168,73.4,"Madrid, Spain",N,Y,Once per week
Tw2803dv,F,1991/06/17,170,57.8,"Yokohama, Japan",Y,N,1 or 2 times per month
kx3608zC,F,1991/06/18,172,50.3,"Perth, Australia",N,N,Every day
uT8775Ho,F,2001/08/10,170,66.5,"Canberra, Australia",N,Y,A couple of times per week
JN8197yq,F,1986/06/20,175,82.7,"Durban, South Africa",N,Y,Every day
PB7791Fv,F,1999/11/08,172,85.8,"Ankara, Turkey",Y,Y,A couple of times per week
GT5712zi,F,2000/09/16,174,45.4,"Kuala Lumpur, Malaysia",Y,N,A couple of times per week
YB8108zC,F,2000/09/02,171,55.6,"Arequipa, Peru",N,N,Every day
Xj0946eI,F,1998/10/27,172,65.1,"Warsaw, Poland",Y,N,Every other day
CN5698pH,F,1984/10/05,162,52.5,"Osaka, Japan",Y,N,A couple of times per week
cr8894uT,F,1985/03/19,170,80.9,"Heraklion, Greece",N,Y,A couple of times per week
pS1041OK,F,2004/07/03,173,65.8,"Punta Arenas, Chile",Y,Y,Every day
fU3304Hm,F,1999/08/17,176,58.9,"Tehran, Iran",Y,N,A couple of times per week
Ir8053Db,F,2005/06/02,166,55.1,"New York City, United States",Y,N,A couple of times per week
mH8587tX,F,1988/07/05,168,62.1,"Nice, France",N,N,A couple of times per week
Vn3713Ks,F,1988/03/24,170,54.9,"Las Vegas, United States",N,N,A couple of times per week
DL1313ne,F,1995/02/13,174,57.5,"La Paz, Bolivia",N,N,Every day
Kp2298hV,F,1983/02/25,171,99.4,"Perth, Australia",Y,Y,Never
if5410Qp,F,1990/10/15,162,60.4,"Montevideo, Uruguay",N,Y,A couple of times per week
wo7650ma,F,1992/06/27,171,67.3,"Luanda, Angola",N,Y,Never
Kz6333CG,F,1990/01/23,172,71.0,"Mogadishu, Somalia",Y,Y,A couple of times per week
yB0885JW,F,1997/10/13,169,45.7,"Vienna, Austria",N,Y,A couple of times per week
Cf7406Zq,F,1998/02/18,165,59.9,"Nairobi, Kenya",N,N,A couple of times per week
cd6668AC,F,1999/06/08,173,50.9,"Brisbane, Australia",Y,N,Every day
LG0441tt,F,1989/11/17,169,57.1,"Ankara, Turkey",N,Y,Once per week
JX2272Mm,F,1987/10/07,171,67.3,"Honolulu, United States",N,N,1 or 2 times per month
Fj2057Np,F,1997/04/19,161,62.2,"Prague, Czech Republic",N,N,A couple of times per week
yG0209yB,F,1995/12/09,172,82.8,"Barcelona, Spain",N,Y,A couple of times per week
bB6688yw,F,1990/10/23,167,61.4,"Montevideo, Uruguay",N,N,Every other day
UL1842pr,F,1997/11/25,176,71.2,"Sucre, Bolivia",N,Y,A couple of times per week
fK5814uA,F,2005/08/31,165,62.6,"Mar del Plata, Argentina",Y,N,Never
Vt5901hg,F,1997/12/18,167,55.8,"Surat, India",Y,Y,Never
iK4490Ee,F,1984/03/05,168,67.7,"Stockholm, Sweden",Y,Y,Every day
ir9092YE,F,1989/12/27,171,55.6,"Ahmedabad, India",N,Y,Every other day
sv5756fy,F,1990/02/20,175,61.2,"Beirut, Lebanon",N,N,Every other day
iT5018PW,F,1997/12/04,158,77.4,"Cuenca, Ecuador",Y,N,A couple of times per week
cU5711cs,F,1986/03/16,171,58.5,"Cuenca, Ecuador",Y,Y,Every day
Xh0822sW,F,2005/05/06,169,57.1,"Kyoto, Japan",Y,Y,A couple of times per week
nM1130Ww,F,1982/11/20,172,62.1,"Frankfurt, Germany",N,N,1 or 2 times per month
fx7423AI,F,1983/02/11,169,68.5,"Vancouver, Canada",Y,Y,A couple of times per week
Qe1230NL,F,1994/02/06,166,93.7,"Bamako, Mali",N,N,Never
Ay7792ta,F,1996/10/18,169,62.8,"Ushuaia, Argentina",Y,Y,Once per week
bx0676VG,F,1993/10/15,168,59.3,"Khartoum, Sudan",N,Y,A couple of times per week
Hn0885co,F,1983/05/28,174,81.7,"Potosi, Bolivia",Y,Y,A couple of times per week
Yd8815Qn,F,2003/05/01,168,62.1,"Potosi, Bolivia",N,N,Every other day
Bs4617vV,F,2000/10/25,160,51.2,"Rio de Janeiro, Brazil",Y,N,Every day
CM1051mC,F,1988/04/10,172,65.1,"Sucre, Bolivia",N,Y,Every other day
tg6641KD,F,1985/06/20,171,61.4,"Dubai, United Arab Emirates",N,N,Once per week
RA5144lO,F,1983/12/27,170,63.6,"Mumbai, India",N,N,Every day
WU6538Pn,F,1997/02/06,155,50.5,"Florence, Italy",N,N,Every day
fc0215mZ,F,1991/03/24,162,63.0,"Conakry, Guinea",Y,Y,Every day
eB4094cz,F,1994/04/22,175,73.5,"Rio de Janeiro, Brazil",N,N,1 or 2 times per month
Xx2745DD,F,1996/08/28,171,58.5,"Johannesburg, South Africa",N,N,Never
ki7767JD,F,2003/11/14,170,54.9,"Rhodes, Greece",N,Y,Never
Np6642fd,F,1989/05/13,173,53.9,"Johannesburg, South Africa",N,Y,A couple of times per week
lo7809wh,F,2002/11/02,175,58.2,"Bogota, Colombia",N,Y,Every day
GB7767ZC,F,2002/11/19,169,48.6,"Rabat, Morocco",N,Y,Every other day
qz7490YG,F,2000/05/22,158,69.9,"Lubumbashi, Republic of the Congo",Y,Y,Once per week
BE2968Qb,F,2002/09/24,166,55.1,"Los Angeles, United States",Y,N,Every other day
Qz5234aA,F,1986/09/19,166,46.8,"Potosi, Bolivia",Y,N,A couple of times per week
Sk7738BN,F,1989/11/25,164,69.9,"London, United Kingdom",N,Y,Every day
kG2670Nt,F,1999/09/24,172,62.1,"Cairo, Egypt",N,N,A couple of times per week
Dc2343OX,F,2002/11/16,175,58.2,"Venice, Italy",N,N,Once per week
mq9810Xy,F,1998/05/20,169,62.8,"Lagos, Nigeria",Y,N,A couple of times per week
RF1932FA,F,2002/12/08,161,70.0,"Addis Ababa, Ethiopia",Y,Y,A couple of times per week
lC9078hT,F,2005/08/28,170,72.2,"Cairo, Egypt",N,N,Every day
ua1642io,F,1997/01/11,172,59.2,"Auckland, New Zealand",N,N,Every other day
pq9592sW,F,2002/11/13,172,82.8,"Barcelona, Spain",Y,Y,A couple of times per week
Zx6421BT,F,1996/02/29,170,69.4,"Johannesburg, South Africa",N,Y,1 or 2 times per month
FA3830hf,F,1994/01/17,176,77.4,"Mogadishu, Somalia",N,N,1 or 2 times per month
Is3919Au,F,1992/06/28,170,66.5,"Aleppo, Syria",Y,N,Once per week
cY3820uW,F,1988/12/21,175,42.9,"Shanghai, China",Y,Y,Never
Ks4830Sc,F,2002/10/11,159,68.3,"Las Vegas, United States",Y,Y,A couple of times per week
cG4346ze,F,1991/03/04,169,68.5,"Buenos Aires, Argentina",Y,N,Never
ol2895ag,F,1988/11/08,178,60.2,"Munich, Germany",N,Y,Every day
XZ2613od,F,2006/04/14,175,85.8,"Cusco, Peru",N,Y,Every day
CK8441Ve,F,1990/10/08,165,59.9,"Nice, France",N,Y,A couple of times per week
xm4587cz,F,1989/03/07,172,56.2,"Kinshasa, Republic of the Congo",N,N,A couple of times per week
bV9278Ug,F,1984/03/19,174,75.7,"Singapore, Singapore",N,N,A couple of times per week
Ib6519Le,F,1992/01/05,169,60.0,"Cuenca, Ecuador",N,N,A couple of times per week
FW6556OJ,F,1986/08/10,160,53.8,"Canberra, Australia",Y,N,A couple of times per week
WB1977mO,F,2003/05/03,167,64.1,"Milan, Italy",Y,Y,Never
oH8944UY,F,1991/03/28,171,70.2,"Saint Petersburg, Russia",N,Y,Never
wF1336Co,F,1991/04/01,166,60.6,"Vienna, Austria",Y,N,A couple of times per week
NN2012ss,F,1989/11/13,165,81.7,"Tokyo, Japan",Y,N,A couple of times per week
YF6750IR,F,1998/09/24,169,57.1,"London, United Kingdom",Y,Y,Never
Ds1263IR,F,1997/01/29,170,89.6,"Hanoi, Vietnam",N,N,Every day
yM6605Hm,F,1994/01/13,175,67.4,"Hong Kong, Hong Kong",Y,Y,1 or 2 times per month
wr9530Bi,F,1993/05/06,159,65.7,"Accra, Ghana",Y,N,Once per week
vF4714wx,F,1994/11/14,177,68.9,"Manila, Philippines",N,N,Every other day
KV6468Co,F,1983/04/08,172,74.0,"Benin City, Nigeria",N,N,1 or 2 times per month
ga6832GX,F,1985/08/25,166,66.1,"Cali, Colombia",N,Y,A couple of times per week
ju3414Zi,F,1988/01/16,174,66.6,"Harare, Zimbabwe",N,Y,A couple of times per week
lN0832ek,F,1994/06/15,169,65.7,"Kumasi, Ghana",N,N,1 or 2 times per month
YO6762Xu,F,1993/09/14,162,57.7,"Hong Kong, Hong Kong",N,N,A couple of times per week
Lu5320it,F,1989/07/11,174,75.7,"Seoul, South Korea",N,Y,Every other day
qE1111nf,F,1983/07/05,170,75.1,"Warsaw, Poland",N,N,A couple of times per week
qZ8507lm,F,2002/05/16,170,69.4,"Dakar, Senegal",Y,Y,Never
PE3213pk,F,1987/07/30,164,59.2,"San Francisco, United States",N,Y,Never
Ta8776cL,F,1998/01/11,162,55.1,"Kuala Lumpur, Malaysia",N,Y,A couple of times per week
LG4910GB,F,1987/04/30,174,63.6,"Antananarivo, Madagascar",N,N,A couple of times per week
MN1052FD,F,2004/11/02,175,79.6,"Georgetown, Guyana",N,Y,A couple of times per week
qF1384iT,F,1999/12/15,164,64.6,"Santiago, Chile",N,N,Every other day
mj4434lY,F,1985/06/10,158,74.9,"Potosi, Bolivia",Y,N,Once per week
Bc0676vI,F,1994/04/02,174,66.6,"Yangon, Myanmar",N,Y,1 or 2 times per month
bB2127ka,F,1992/11/29,150,54.0,"Perth, Australia",N,N,Once per week
Ji5456hd,F,2005/05/23,168,73.4,"Berlin, Germany",N,N,A couple of times per week
SQ3510dp,F,1992/04/14,182,79.5,"Nice, France",N,Y,A couple of times per week
sV0127Fo,F,1987/03/15,166,82.7,"Alexandria, Egypt",N,Y,A couple of times per week
sb4615zK,F,1983/07/16,168,73.4,"Milan, Italy",N,Y,Every day
